,country_of_origin,variety,aroma,aftertaste,acidity,body,balance,moisture,specialty
1276,Mexico,Other,7.5,6.92,7.0,7.17,6.83,0.11,No
930,Brazil,Bourbon,7.5,7.17,7.42,7.5,7.33,0.12,Yes
301,Colombia,Caturra,7.75,7.5,7.67,7.58,7.83,0.0,Yes
1293,Honduras,Other,7.0,6.83,7.17,7.0,7.17,0.11,No
721,Taiwan,Typica,7.5,7.5,7.5,7.5,7.5,0.11,Yes
1185,Honduras,Catuai,7.58,6.75,6.92,7.0,6.92,0.11,No
764,Guatemala,Bourbon,7.42,7.5,7.5,7.42,7.5,0.09,Yes
158,Costa Rica,Caturra,7.92,7.92,7.75,7.67,7.58,0.1,Yes
846,Other,Other,7.58,7.33,7.33,7.33,7.42,0.13,Yes
500,Other,Bourbon,7.67,7.5,7.58,7.42,7.5,0.12,Yes
959,Mexico,Typica,7.58,7.25,7.33,7.25,7.25,0.13,Yes
413,Colombia,Caturra,7.5,7.67,7.58,7.67,7.58,0.0,Yes
18,Other,Other,8.42,8.08,8.17,7.92,8.0,0.1,Yes
1112,Guatemala,Bourbon,7.33,7.0,7.33,7.0,7.0,0.11,Yes
723,Colombia,Caturra,7.5,7.5,7.5,7.5,7.58,0.0,Yes
994,Mexico,Typica,7.33,7.33,7.42,7.25,7.42,0.12,Yes
866,Mexico,Caturra,7.33,7.33,7.67,7.42,7.25,0.12,Yes
1189,Mexico,Typica,7.25,6.92,7.08,7.17,7.17,0.14,No
43,Taiwan,Bourbon,8.08,7.75,8.08,7.75,7.83,0.12,Yes
553,Mexico,Typica,7.58,7.33,7.25,7.58,7.75,0.1,Yes
649,Mexico,Typica,7.5,7.5,7.5,7.42,7.5,0.1,Yes
478,Colombia,Caturra,7.58,7.33,7.67,7.75,7.58,0.0,Yes
302,Other,Bourbon,8.0,7.58,7.75,7.33,7.5,0.12,Yes
365,Colombia,Caturra,7.58,7.42,7.67,7.75,7.67,0.0,Yes
66,Other,Other,7.92,7.83,8.08,7.83,7.92,0.1,Yes
165,Other,Other,7.92,7.67,8.0,7.67,7.75,0.11,Yes
1082,Other,Other,7.25,7.25,7.17,7.33,7.17,0.17,Yes
285,Brazil,Yellow Bourbon,7.92,7.33,7.67,8.17,7.5,0.1,Yes
842,Honduras,Catuai,7.5,7.33,7.5,7.42,7.25,0.12,Yes
196,Other,Other,7.83,7.58,7.75,7.75,7.75,0.1,Yes
259,Mexico,Other,7.83,7.58,7.92,7.42,7.5,0.11,Yes
238,Mexico,Typica,7.67,7.67,7.75,7.67,7.75,0.11,Yes
1287,Guatemala,Bourbon,6.5,6.5,7.5,7.33,6.83,0.11,No
1040,Other,Other,7.25,7.17,7.25,7.33,7.25,0.12,Yes
512,Brazil,Yellow Bourbon,7.75,7.42,7.67,7.42,7.67,0.12,Yes
942,Mexico,Typica,7.67,7.25,7.17,7.25,7.42,0.0,Yes
1259,Other,Caturra,7.42,7.42,7.67,7.92,7.83,0.0,No
111,Mexico,Typica,7.75,7.75,7.83,7.5,7.92,0.11,Yes
937,Honduras,Catuai,7.5,7.17,7.25,7.5,7.42,0.12,Yes
235,Colombia,Caturra,7.92,7.67,7.75,7.67,7.67,0.0,Yes
467,Colombia,Caturra,7.67,7.5,7.5,7.58,8.17,0.11,Yes
1151,Mexico,Bourbon,7.58,6.92,7.58,7.5,6.92,0.13,No
1249,Taiwan,Typica,7.17,6.58,7.33,7.33,7.17,0.11,No
688,Brazil,Yellow Bourbon,7.25,7.25,7.5,7.42,7.5,0.0,Yes
800,Other,Other,7.5,7.33,7.58,7.33,7.5,0.13,Yes
145,Colombia,Other,7.83,7.58,7.92,7.67,7.83,0.0,Yes
1065,Guatemala,Bourbon,7.17,6.83,7.5,7.17,7.25,0.11,Yes
870,Brazil,Bourbon,7.42,7.25,7.5,7.5,7.25,0.11,Yes
763,Honduras,Catuai,7.67,7.25,7.42,7.58,7.42,0.11,Yes
1184,Guatemala,Bourbon,7.33,7.33,7.42,7.5,7.42,0.1,No
1270,Mexico,Bourbon,7.08,6.83,7.17,7.17,7.08,0.12,No
376,Guatemala,Bourbon,7.67,7.5,7.58,7.58,7.67,0.1,Yes
370,Guatemala,Caturra,7.83,7.5,8.0,7.67,7.5,0.1,Yes
1263,Mexico,Typica,7.17,6.58,7.0,7.25,6.58,0.13,No
640,Other,Caturra,7.42,7.58,7.42,7.58,7.5,0.12,Yes
1208,Guatemala,Bourbon,7.33,6.33,7.25,7.0,7.0,0.12,No
1294,Mexico,Typica,7.08,6.92,7.08,6.92,6.92,0.0,No
973,Mexico,Caturra,7.75,7.08,7.25,7.08,7.25,0.12,Yes
1073,Other,Other,7.17,7.17,7.42,7.25,7.08,0.0,Yes
1234,Mexico,Typica,7.08,6.67,7.25,7.25,6.92,0.11,No
592,Colombia,Caturra,7.5,7.58,7.75,7.33,7.5,0.0,Yes
